"state","eth","male","age","educ","n"
"NE","Black",0.5,"50-59","HS",1339
"NE","Black",0.5,"50-59","Some college",2173
"NE","Black",0.5,"50-59","4-Year College",660
"NE","Black",0.5,"50-59","Post-grad",275
"NE","Black",0.5,"60-69","No HS",346
"NE","Black",0.5,"60-69","HS",709
"NE","Black",0.5,"60-69","Some college",892
"NE","Black",0.5,"60-69","4-Year College",560
"NE","Black",0.5,"60-69","Post-grad",245
"NE","Black",0.5,"70+","No HS",560
"NE","Black",0.5,"70+","HS",500
"NE","Black",0.5,"70+","Some college",355
"NE","Black",0.5,"70+","4-Year College",159
"NE","Black",0.5,"70+","Post-grad",73
"NE","Other",-0.5,"18-29","No HS",1092
"NE","Other",-0.5,"18-29","HS",3032
"NE","Other",-0.5,"18-29","Some college",5155
"NE","Other",-0.5,"18-29","4-Year College",1177
"NE","Other",-0.5,"18-29","Post-grad",162
"NE","Other",-0.5,"30-39","No HS",855
"NE","Other",-0.5,"30-39","HS",1385
"NE","Other",-0.5,"30-39","Some college",2462
"NE","Other",-0.5,"30-39","4-Year College",1421
"NE","Other",-0.5,"30-39","Post-grad",663
"NE","Other",-0.5,"40-49","No HS",832
"NE","Other",-0.5,"40-49","HS",1153
"NE","Other",-0.5,"40-49","Some college",2080
"NE","Other",-0.5,"40-49","4-Year College",877
"NE","Other",-0.5,"40-49","Post-grad",539
"NE","Other",-0.5,"50-59","No HS",575
"NE","Other",-0.5,"50-59","HS",1482
"NE","Other",-0.5,"50-59","Some college",1205
"NE","Other",-0.5,"50-59","4-Year College",998
"NE","Other",-0.5,"50-59","Post-grad",422
"NE","Other",-0.5,"60-69","No HS",672
"NE","Other",-0.5,"60-69","HS",907
"NE","Other",-0.5,"60-69","Some college",1015
"NE","Other",-0.5,"60-69","4-Year College",412
"NE","Other",-0.5,"60-69","Post-grad",161
"NE","Other",-0.5,"70+","No HS",718
"NE","Other",-0.5,"70+","HS",518
"NE","Other",-0.5,"70+","Some college",441
"NE","Other",-0.5,"70+","4-Year College",159
"NE","Other",-0.5,"70+","Post-grad",54
"NE","Other",0.5,"18-29","No HS",2004
"NE","Other",0.5,"18-29","HS",4106
"NE","Other",0.5,"18-29","Some college",4652
"NE","Other",0.5,"18-29","4-Year College",1641
"NE","Other",0.5,"18-29","Post-grad",364
"NE","Other",0.5,"30-39","No HS",1205
"NE","Other",0.5,"30-39","HS",1714
"NE","Other",0.5,"30-39","Some college",1722
"NE","Other",0.5,"30-39","4-Year College",1197
"NE","Other",0.5,"30-39","Post-grad",573
"NE","Other",0.5,"40-49","No HS",881
"NE","Other",0.5,"40-49","HS",1850
"NE","Other",0.5,"40-49","Some college",1471
"NE","Other",0.5,"40-49","4-Year College",769
"NE","Other",0.5,"40-49","Post-grad",657
"NE","Other",0.5,"50-59","No HS",1018
"NE","Other",0.5,"50-59","HS",764
"NE","Other",0.5,"50-59","Some college",932
"NE","Other",0.5,"50-59","4-Year College",479
"NE","Other",0.5,"50-59","Post-grad",521
"NE","Other",0.5,"60-69","No HS",433
"NE","Other",0.5,"60-69","HS",1040
"NE","Other",0.5,"60-69","Some college",949
"NE","Other",0.5,"60-69","4-Year College",444
"NE","Other",0.5,"60-69","Post-grad",346
"NE","Other",0.5,"70+","No HS",261
"NE","Other",0.5,"70+","HS",517
"NE","Other",0.5,"70+","Some college",111
"NE","Other",0.5,"70+","4-Year College",112
"NE","Other",0.5,"70+","Post-grad",103
"NE","Hispanic",-0.5,"18-29","No HS",2086
"NE","Hispanic",-0.5,"18-29","HS",3352
"NE","Hispanic",-0.5,"18-29","Some college",4805
"NE","Hispanic",-0.5,"18-29","4-Year College",873
"NE","Hispanic",-0.5,"18-29","Post-grad",126
"NE","Hispanic",-0.5,"30-39","No HS",1348
"NE","Hispanic",-0.5,"30-39","HS",1697
"NE","Hispanic",-0.5,"30-39","Some college",1824
"NE","Hispanic",-0.5,"30-39","4-Year College",1036
"NE","Hispanic",-0.5,"30-39","Post-grad",356
"NE","Hispanic",-0.5,"40-49","No HS",1202
"NE","Hispanic",-0.5,"40-49","HS",970
"NE","Hispanic",-0.5,"40-49","Some college",1406
"NE","Hispanic",-0.5,"40-49","4-Year College",470
"NE","Hispanic",-0.5,"40-49","Post-grad",492
"NE","Hispanic",-0.5,"50-59","No HS",907
"NE","Hispanic",-0.5,"50-59","HS",831
"NE","Hispanic",-0.5,"50-59","Some college",1277
"NE","Hispanic",-0.5,"50-59","4-Year College",140
"NE","Hispanic",-0.5,"50-59","Post-grad",89
"NE","Hispanic",-0.5,"60-69","No HS",753
"NE","Hispanic",-0.5,"60-69","HS",552
"NE","Hispanic",-0.5,"60-69","Some college",519
"NE","Hispanic",-0.5,"60-69","4-Year College",87
"NE","Hispanic",-0.5,"60-69","Post-grad",134
"NE","Hispanic",-0.5,"70+","No HS",581
"NE","Hispanic",-0.5,"70+","HS",587
"NE","Hispanic",-0.5,"70+","Some college",276
"NE","Hispanic",-0.5,"70+","4-Year College",238
"NE","Hispanic",-0.5,"70+","Post-grad",11
"NE","Hispanic",0.5,"18-29","No HS",2139
"NE","Hispanic",0.5,"18-29","HS",3920
"NE","Hispanic",0.5,"18-29","Some college",4136
"NE","Hispanic",0.5,"18-29","4-Year College",855
"NE","Hispanic",0.5,"18-29","Post-grad",99
"NE","Hispanic",0.5,"30-39","No HS",1226
"NE","Hispanic",0.5,"30-39","HS",1690
"NE","Hispanic",0.5,"30-39","Some college",1816
"NE","Hispanic",0.5,"30-39","4-Year College",921
"NE","Hispanic",0.5,"30-39","Post-grad",139
"NE","Hispanic",0.5,"40-49","No HS",1411
"NE","Hispanic",0.5,"40-49","HS",1983
"NE","Hispanic",0.5,"40-49","Some college",1058
"NE","Hispanic",0.5,"40-49","4-Year College",700
"NE","Hispanic",0.5,"40-49","Post-grad",272
"NE","Hispanic",0.5,"50-59","No HS",1653
"NE","Hispanic",0.5,"50-59","HS",595
"NE","Hispanic",0.5,"50-59","Some college",940
"NE","Hispanic",0.5,"50-59","4-Year College",137
"NE","Hispanic",0.5,"50-59","Post-grad",104
"NE","Hispanic",0.5,"60-69","No HS",746
"NE","Hispanic",0.5,"60-69","HS",419
"NE","Hispanic",0.5,"60-69","Some college",325
"NE","Hispanic",0.5,"60-69","4-Year College",307
"NE","Hispanic",0.5,"60-69","Post-grad",154
"NE","Hispanic",0.5,"70+","No HS",908
"NE","Hispanic",0.5,"70+","HS",385
"NE","Hispanic",0.5,"70+","Some college",147
"NE","Hispanic",0.5,"70+","4-Year College",44
"NE","Hispanic",0.5,"70+","Post-grad",108
"NV","White",-0.5,"18-29","No HS",8127
"NV","White",-0.5,"18-29","HS",21947
"NV","White",-0.5,"18-29","Some college",39746
"NV","White",-0.5,"18-29","4-Year College",15482
"NV","White",-0.5,"18-29","Post-grad",3204
"NV","White",-0.5,"30-39","No HS",4371
"NV","White",-0.5,"30-39","HS",17901
"NV","White",-0.5,"30-39","Some college",32188
"NV","White",-0.5,"30-39","4-Year College",19985
"NV","White",-0.5,"30-39","Post-grad",11690
"NV","White",-0.5,"40-49","No HS",4303
"NV","White",-0.5,"40-49","HS",21130
"NV","White",-0.5,"40-49","Some college",32281
"NV","White",-0.5,"40-49","4-Year College",17537
"NV","White",-0.5,"40-49","Post-grad",12248
"NV","White",-0.5,"50-59","No HS",5837
"NV","White",-0.5,"50-59","HS",30037
"NV","White",-0.5,"50-59","Some college",41856
"NV","White",-0.5,"50-59","4-Year College",17348
"NV","White",-0.5,"50-59","Post-grad",10263
"NV","White",-0.5,"60-69","No HS",5619
"NV","White",-0.5,"60-69","HS",32661
"NV","White",-0.5,"60-69","Some college",43754
"NV","White",-0.5,"60-69","4-Year College",16660
"NV","White",-0.5,"60-69","Post-grad",13074
"NV","White",-0.5,"70+","No HS",11398
"NV","White",-0.5,"70+","HS",37122
"NV","White",-0.5,"70+","Some college",36658
"NV","White",-0.5,"70+","4-Year College",11881
"NV","White",-0.5,"70+","Post-grad",7716
"NV","White",0.5,"18-29","No HS",10271
"NV","White",0.5,"18-29","HS",32882
"NV","White",0.5,"18-29","Some college",37048
"NV","White",0.5,"18-29","4-Year College",11947
"NV","White",0.5,"18-29","Post-grad",2148
"NV","White",0.5,"30-39","No HS",6059
"NV","White",0.5,"30-39","HS",25666
"NV","White",0.5,"30-39","Some college",34026
"NV","White",0.5,"30-39","4-Year College",18236
"NV","White",0.5,"30-39","Post-grad",8573
"NV","White",0.5,"40-49","No HS",5531
"NV","White",0.5,"40-49","HS",27209
"NV","White",0.5,"40-49","Some college",35463
"NV","White",0.5,"40-49","4-Year College",18499
"NV","White",0.5,"40-49","Post-grad",10475
"NV","White",0.5,"50-59","No HS",7588
"NV","White",0.5,"50-59","HS",36320
"NV","White",0.5,"50-59","Some college",40816
"NV","White",0.5,"50-59","4-Year College",17575
"NV","White",0.5,"50-59","Post-grad",10873
"NV","White",0.5,"60-69","No HS",5275
"NV","White",0.5,"60-69","HS",26752
"NV","White",0.5,"60-69","Some college",40643
"NV","White",0.5,"60-69","4-Year College",22295
"NV","White",0.5,"60-69","Post-grad",14921
"NV","White",0.5,"70+","No HS",8107
"NV","White",0.5,"70+","HS",26543
"NV","White",0.5,"70+","Some college",32958
"NV","White",0.5,"70+","4-Year College",17561
"NV","White",0.5,"70+","Post-grad",14316
"NV","Black",-0.5,"18-29","No HS",3479
"NV","Black",-0.5,"18-29","HS",9168
"NV","Black",-0.5,"18-29","Some college",8921
"NV","Black",-0.5,"18-29","4-Year College",2029
"NV","Black",-0.5,"18-29","Post-grad",207
"NV","Black",-0.5,"30-39","No HS",1452
"NV","Black",-0.5,"30-39","HS",4655
"NV","Black",-0.5,"30-39","Some college",7386
"NV","Black",-0.5,"30-39","4-Year College",2032
"NV","Black",-0.5,"30-39","Post-grad",1065
"NV","Black",-0.5,"40-49","No HS",1503
"NV","Black",-0.5,"40-49","HS",5522
"NV","Black",-0.5,"40-49","Some college",5987
"NV","Black",-0.5,"40-49","4-Year College",2289
"NV","Black",-0.5,"40-49","Post-grad",1505
"NV","Black",-0.5,"50-59","No HS",1633
"NV","Black",-0.5,"50-59","HS",4261
"NV","Black",-0.5,"50-59","Some college",6779
"NV","Black",-0.5,"50-59","4-Year College",1441
"NV","Black",-0.5,"50-59","Post-grad",1080
"NV","Black",-0.5,"60-69","No HS",910
"NV","Black",-0.5,"60-69","HS",3729
"NV","Black",-0.5,"60-69","Some college",4963
"NV","Black",-0.5,"60-69","4-Year College",1056
"NV","Black",-0.5,"60-69","Post-grad",768
"NV","Black",-0.5,"70+","No HS",1489
"NV","Black",-0.5,"70+","HS",2663
"NV","Black",-0.5,"70+","Some college",3035
"NV","Black",-0.5,"70+","4-Year College",997
"NV","Black",-0.5,"70+","Post-grad",924
"NV","Black",0.5,"18-29","No HS",4085
"NV","Black",0.5,"18-29","HS",9336
"NV","Black",0.5,"18-29","Some college",8714
"NV","Black",0.5,"18-29","4-Year College",1246
"NV","Black",0.5,"18-29","Post-grad",135
"NV","Black",0.5,"30-39","No HS",1591
"NV","Black",0.5,"30-39","HS",5958
"NV","Black",0.5,"30-39","Some college",7298
"NV","Black",0.5,"30-39","4-Year College",2291
"NV","Black",0.5,"30-39","Post-grad",511
"NV","Black",0.5,"40-49","No HS",1865
"NV","Black",0.5,"40-49","HS",6213
"NV","Black",0.5,"40-49","Some college",6102
"NV","Black",0.5,"40-49","4-Year College",1801
"NV","Black",0.5,"40-49","Post-grad",493
"NV","Black",0.5,"50-59","No HS",1652
"NV","Black",0.5,"50-59","HS",5246
"NV","Black",0.5,"50-59","Some college",5709
"NV","Black",0.5,"50-59","4-Year College",1844
"NV","Black",0.5,"50-59","Post-grad",900
"NV","Black",0.5,"60-69","No HS",1259
"NV","Black",0.5,"60-69","HS",3009
"NV","Black",0.5,"60-69","Some college",4525
"NV","Black",0.5,"60-69","4-Year College",1136
"NV","Black",0.5,"60-69","Post-grad",757
"NV","Black",0.5,"70+","No HS",1212
"NV","Black",0.5,"70+","HS",2086
"NV","Black",0.5,"70+","Some college",2222
"NV","Black",0.5,"70+","4-Year College",619
"NV","Black",0.5,"70+","Post-grad",985
"NV","Other",-0.5,"18-29","No HS",6381
"NV","Other",-0.5,"18-29","HS",17003
"NV","Other",-0.5,"18-29","Some college",23889
"NV","Other",-0.5,"18-29","4-Year College",5377
"NV","Other",-0.5,"18-29","Post-grad",985
"NV","Other",-0.5,"30-39","No HS",3855
"NV","Other",-0.5,"30-39","HS",8534
"NV","Other",-0.5,"30-39","Some college",13573
"NV","Other",-0.5,"30-39","4-Year College",8233
"NV","Other",-0.5,"30-39","Post-grad",2489
"NV","Other",-0.5,"40-49","No HS",5047
"NV","Other",-0.5,"40-49","HS",8895
"NV","Other",-0.5,"40-49","Some college",12577
"NV","Other",-0.5,"40-49","4-Year College",6952
"NV","Other",-0.5,"40-49","Post-grad",2726
"NV","Other",-0.5,"50-59","No HS",5538
"NV","Other",-0.5,"50-59","HS",7809
"NV","Other",-0.5,"50-59","Some college",9092
"NV","Other",-0.5,"50-59","4-Year College",6134
"NV","Other",-0.5,"50-59","Post-grad",1641
"NV","Other",-0.5,"60-69","No HS",4386
"NV","Other",-0.5,"60-69","HS",6151
"NV","Other",-0.5,"60-69","Some college",7370
"NV","Other",-0.5,"60-69","4-Year College",5184
"NV","Other",-0.5,"60-69","Post-grad",1454
"NV","Other",-0.5,"70+","No HS",4348
"NV","Other",-0.5,"70+","HS",6026
"NV","Other",-0.5,"70+","Some college",4143
"NV","Other",-0.5,"70+","4-Year College",3552
"NV","Other",-0.5,"70+","Post-grad",1749
"NV","Other",0.5,"18-29","No HS",7924
"NV","Other",0.5,"18-29","HS",21555
"NV","Other",0.5,"18-29","Some college",21003
"NV","Other",0.5,"18-29","4-Year College",4630
"NV","Other",0.5,"18-29","Post-grad",786
"NV","Other",0.5,"30-39","No HS",4312
"NV","Other",0.5,"30-39","HS",11495
"NV","Other",0.5,"30-39","Some college",13246
"NV","Other",0.5,"30-39","4-Year College",5468
"NV","Other",0.5,"30-39","Post-grad",2196
"NV","Other",0.5,"40-49","No HS",4681
"NV","Other",0.5,"40-49","HS",9139
"NV","Other",0.5,"40-49","Some college",10054
"NV","Other",0.5,"40-49","4-Year College",4978
"NV","Other",0.5,"40-49","Post-grad",2320
"NV","Other",0.5,"50-59","No HS",5168
"NV","Other",0.5,"50-59","HS",6866
"NV","Other",0.5,"50-59","Some college",7538
"NV","Other",0.5,"50-59","4-Year College",4375
"NV","Other",0.5,"50-59","Post-grad",2069
"NV","Other",0.5,"60-69","No HS",3162
"NV","Other",0.5,"60-69","HS",3940
"NV","Other",0.5,"60-69","Some college",6281
"NV","Other",0.5,"60-69","4-Year College",3668
"NV","Other",0.5,"60-69","Post-grad",1968
"NV","Other",0.5,"70+","No HS",2513
"NV","Other",0.5,"70+","HS",2872
"NV","Other",0.5,"70+","Some college",3596
"NV","Other",0.5,"70+","4-Year College",2859
"NV","Other",0.5,"70+","Post-grad",1856
"NV","Hispanic",-0.5,"18-29","No HS",5686
"NV","Hispanic",-0.5,"18-29","HS",12377
"NV","Hispanic",-0.5,"18-29","Some college",15262
"NV","Hispanic",-0.5,"18-29","4-Year College",2387
"NV","Hispanic",-0.5,"18-29","Post-grad",269
"NV","Hispanic",-0.5,"30-39","No HS",3483
"NV","Hispanic",-0.5,"30-39","HS",6602
"NV","Hispanic",-0.5,"30-39","Some college",7591
"NV","Hispanic",-0.5,"30-39","4-Year College",2635
"NV","Hispanic",-0.5,"30-39","Post-grad",1132
"NV","Hispanic",-0.5,"40-49","No HS",3259
"NV","Hispanic",-0.5,"40-49","HS",5888
"NV","Hispanic",-0.5,"40-49","Some college",6447
"NV","Hispanic",-0.5,"40-49","4-Year College",1860
"NV","Hispanic",-0.5,"40-49","Post-grad",1110
"NV","Hispanic",-0.5,"50-59","No HS",4064
"NV","Hispanic",-0.5,"50-59","HS",4764
"NV","Hispanic",-0.5,"50-59","Some college",4399
"NV","Hispanic",-0.5,"50-59","4-Year College",1256
"NV","Hispanic",-0.5,"50-59","Post-grad",616
"NV","Hispanic",-0.5,"60-69","No HS",2469
"NV","Hispanic",-0.5,"60-69","HS",3242
"NV","Hispanic",-0.5,"60-69","Some college",2713
"NV","Hispanic",-0.5,"60-69","4-Year College",802
"NV","Hispanic",-0.5,"60-69","Post-grad",408
"NV","Hispanic",-0.5,"70+","No HS",2791
"NV","Hispanic",-0.5,"70+","HS",2493
"NV","Hispanic",-0.5,"70+","Some college",2544
"NV","Hispanic",-0.5,"70+","4-Year College",262
"NV","Hispanic",-0.5,"70+","Post-grad",423
"NV","Hispanic",0.5,"18-29","No HS",6547
"NV","Hispanic",0.5,"18-29","HS",15306
"NV","Hispanic",0.5,"18-29","Some college",13006
"NV","Hispanic",0.5,"18-29","4-Year College",2244
"NV","Hispanic",0.5,"18-29","Post-grad",188
"NV","Hispanic",0.5,"30-39","No HS",3568
"NV","Hispanic",0.5,"30-39","HS",7152
"NV","Hispanic",0.5,"30-39","Some college",6522
"NV","Hispanic",0.5,"30-39","4-Year College",2513
"NV","Hispanic",0.5,"30-39","Post-grad",732
"NV","Hispanic",0.5,"40-49","No HS",3541
"NV","Hispanic",0.5,"40-49","HS",5321
"NV","Hispanic",0.5,"40-49","Some college",5545
"NV","Hispanic",0.5,"40-49","4-Year College",1369
"NV","Hispanic",0.5,"40-49","Post-grad",948
"NV","Hispanic",0.5,"50-59","No HS",4225
"NV","Hispanic",0.5,"50-59","HS",5498
"NV","Hispanic",0.5,"50-59","Some college",3837
"NV","Hispanic",0.5,"50-59","4-Year College",1393
"NV","Hispanic",0.5,"50-59","Post-grad",633
"NV","Hispanic",0.5,"60-69","No HS",2197
"NV","Hispanic",0.5,"60-69","HS",2522
"NV","Hispanic",0.5,"60-69","Some college",3425
"NV","Hispanic",0.5,"60-69","4-Year College",1022
"NV","Hispanic",0.5,"60-69","Post-grad",544
"NV","Hispanic",0.5,"70+","No HS",2369
"NV","Hispanic",0.5,"70+","HS",1520
"NV","Hispanic",0.5,"70+","Some college",2040
"NV","Hispanic",0.5,"70+","4-Year College",629
"NV","Hispanic",0.5,"70+","Post-grad",411
"NH","White",-0.5,"18-29","No HS",5739
"NH","White",-0.5,"18-29","HS",22957
"NH","White",-0.5,"18-29","Some college",35818
"NH","White",-0.5,"18-29","4-Year College",18421
"NH","White",-0.5,"18-29","Post-grad",5539
"NH","White",-0.5,"30-39","No HS",2201
"NH","White",-0.5,"30-39","HS",12454
"NH","White",-0.5,"30-39","Some college",21179
"NH","White",-0.5,"30-39","4-Year College",17840
"NH","White",-0.5,"30-39","Post-grad",12186
"NH","White",-0.5,"40-49","No HS",2255
"NH","White",-0.5,"40-49","HS",16642
"NH","White",-0.5,"40-49","Some college",25944
"NH","White",-0.5,"40-49","4-Year College",21288
"NH","White",-0.5,"40-49","Post-grad",12891
"NH","White",-0.5,"50-59","No HS",3817
"NH","White",-0.5,"50-59","HS",27683
"NH","White",-0.5,"50-59","Some college",34525
"NH","White",-0.5,"50-59","4-Year College",23027
"NH","White",-0.5,"50-59","Post-grad",13311
"NH","White",-0.5,"60-69","No HS",4159
"NH","White",-0.5,"60-69","HS",24086
"NH","White",-0.5,"60-69","Some college",26417
"NH","White",-0.5,"60-69","4-Year College",17673
"NH","White",-0.5,"60-69","Post-grad",12871
"NH","White",-0.5,"70+","No HS",9094
"NH","White",-0.5,"70+","HS",30995
"NH","White",-0.5,"70+","Some college",20309
"NH","White",-0.5,"70+","4-Year College",11825
"NH","White",-0.5,"70+","Post-grad",7653
"NH","White",0.5,"18-29","No HS",8173
"NH","White",0.5,"18-29","HS",33115
"NH","White",0.5,"18-29","Some college",32342
"NH","White",0.5,"18-29","4-Year College",16963
"NH","White",0.5,"18-29","Post-grad",1967
"NH","White",0.5,"30-39","No HS",3848
"NH","White",0.5,"30-39","HS",19815
"NH","White",0.5,"30-39","Some college",20814
"NH","White",0.5,"30-39","4-Year College",15134
"NH","White",0.5,"30-39","Post-grad",7963
"NH","White",0.5,"40-49","No HS",5313
"NH","White",0.5,"40-49","HS",21930
"NH","White",0.5,"40-49","Some college",21164
"NH","White",0.5,"40-49","4-Year College",17737
"NH","White",0.5,"40-49","Post-grad",9117
"NH","White",0.5,"50-59","No HS",7828
"NH","White",0.5,"50-59","HS",31913
"NH","White",0.5,"50-59","Some college",28335
"NH","White",0.5,"50-59","4-Year College",20137
"NH","White",0.5,"50-59","Post-grad",11934
"NH","White",0.5,"60-69","No HS",5308
"NH","White",0.5,"60-69","HS",22304
"NH","White",0.5,"60-69","Some college",22245
"NH","White",0.5,"60-69","4-Year College",17581
"NH","White",0.5,"60-69","Post-grad",13675
"NH","White",0.5,"70+","No HS",7599
"NH","White",0.5,"70+","HS",17751
"NH","White",0.5,"70+","Some college",14230
"NH","White",0.5,"70+","4-Year College",11300
"NH","White",0.5,"70+","Post-grad",11628
"NH","Black",-0.5,"18-29","No HS",141
"NH","Black",-0.5,"18-29","HS",399
"NH","Black",-0.5,"18-29","Some college",667
"NH","Black",-0.5,"18-29","4-Year College",72
"NH","Black",-0.5,"18-29","Post-grad",78
"NH","Black",-0.5,"30-39","No HS",85
"NH","Black",-0.5,"30-39","HS",108
"NH","Black",-0.5,"30-39","Some college",125
"NH","Black",-0.5,"30-39","4-Year College",129
"NH","Black",-0.5,"30-39","Post-grad",105
"NH","Black",-0.5,"40-49","No HS",23
"NH","Black",-0.5,"40-49","HS",121
"NH","Black",-0.5,"40-49","Some college",232
"NH","Black",-0.5,"40-49","4-Year College",73
"NH","Black",-0.5,"40-49","Post-grad",128
"NH","Black",-0.5,"50-59","No HS",183
"NH","Black",-0.5,"50-59","HS",128
"NH","Black",-0.5,"50-59","Some college",349
"NH","Black",-0.5,"50-59","4-Year College",56
"NH","Black",-0.5,"50-59","Post-grad",74
"NH","Black",-0.5,"60-69","No HS",91
"NH","Black",-0.5,"60-69","HS",116
"NH","Black",-0.5,"60-69","Some college",147
"NH","Black",-0.5,"60-69","4-Year College",56
"NH","Black",-0.5,"60-69","Post-grad",4
"NH","Black",-0.5,"70+","No HS",125
"NH","Black",-0.5,"70+","HS",97
"NH","Black",-0.5,"70+","Some college",12
"NH","Black",-0.5,"70+","4-Year College",82
"NH","Black",-0.5,"70+","Post-grad",35
"NH","Black",0.5,"18-29","No HS",360
"NH","Black",0.5,"18-29","HS",749
"NH","Black",0.5,"18-29","Some college",935
"NH","Black",0.5,"18-29","4-Year College",439
"NH","Black",0.5,"18-29","Post-grad",89
"NH","Black",0.5,"30-39","No HS",265
"NH","Black",0.5,"30-39","HS",946
"NH","Black",0.5,"30-39","Some college",421
"NH","Black",0.5,"30-39","4-Year College",124
"NH","Black",0.5,"30-39","Post-grad",71
"NH","Black",0.5,"40-49","No HS",38
"NH","Black",0.5,"40-49","HS",632
"NH","Black",0.5,"40-49","Some college",354
"NH","Black",0.5,"40-49","4-Year College",384
"NH","Black",0.5,"40-49","Post-grad",80
"NH","Black",0.5,"50-59","No HS",27
"NH","Black",0.5,"50-59","HS",210
"NH","Black",0.5,"50-59","Some college",645
"NH","Black",0.5,"50-59","4-Year College",160
"NH","Black",0.5,"50-59","Post-grad",136
"NH","Black",0.5,"60-69","No HS",172
"NH","Black",0.5,"60-69","HS",81
